"","Effect","F","v1","v2","ncp","Rsq","upper.CL","lower.CL"
"1","poly(pca1_clima, 2)1",0.139038067214066,1,339,0.139038067214066,0.000409973643867298,0.0166512100051912,3.33398805666874e-06
"2","poly(pca1_clima, 2)2",0.242658968153908,1,339,0.242658968153908,0.000715296150820134,0.0179585035280796,3.69796190275211e-06
"3","poly(Prec_Varieb, 2)1",47.8755742304091,1,339,47.8755742304091,0.123749281214368,0.192815919777086,0.0668488145311393
"4","poly(Prec_Varieb, 2)2",13.2327281137094,1,339,13.2327281137094,0.0375681390669567,0.0859834741917845,0.00820728473794619
"5","Corg_percent",0.0801943706409089,1,339,0.0801943706409089,0.000236505617173412,0.0158630086508918,3.14347246265566e-06
"6","pH",0.357184036464706,1,339,0.357184036464706,0.00105253123631037,0.0192970136750894,4.14661006207857e-06
"7","poly(cover_litter, 2)1",0.574710289227834,1,339,0.574710289227834,0.00169244137391248,0.0215936581334505,5.15394666780968e-06
"8","poly(cover_litter, 2)2",3.60746697394195,1,339,3.60746697394195,0.010529446441447,0.0425991133388141,0.000103737309422446
"9","grazing_intencity",3.89240619890029,1,339,3.89240619890029,0.0113516838767273,0.044175574274605,0.000136066409168673
"10","mowing1",0.0124946988972724,1,339,0.0124946988972724,3.68561604443811e-05,0.0149125423815242,2.93770801995865e-06
"11","Model",26.0540405259485,10,339,260.540405259485,0.434566883189001,0.51131202967129,0.373262833154948
